"batchId ,",1.0,",overall_accuracy, ",80.0,",step_accuracy, ",80.0,",models, ","Counter({'DenseNet121': 1, 'Xception': 1, 'ResNet50V2': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50': 1, 'NASNetMobile': 1})",",",7,",","[('MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7ff2604e90b8>)]"
"batchId ,",2.0,",overall_accuracy, ",75.0,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'Xception': 1, 'ResNet50V2': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50': 1, 'NASNetMobile': 1, 'MobileNetV2': 1})",",",8,",",['MobileNetV2']
