"batchId ,",1.0,",overall_accuracy, ",80.0,",step_accuracy, ",80.0,",models, ","Counter({'ResNet50V2': 1, 'MobileNet': 1, 'DenseNet201': 1, 'ResNet50': 1, 'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",9,",","[('MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7ff2546669e8>)]"
"batchId ,",2.0,",overall_accuracy, ",80.0,",step_accuracy, ",80.0,",models, ","Counter({'ResNet50V2': 1, 'DenseNet201': 1, 'ResNet50': 1, 'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",8,",","[('MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7ff278509eb8>)]"
