MobileNet,n03788195,1
MobileNet,n04525305,1
MobileNet,n01872401,3
MobileNet,n04040759,1
MobileNet,n03982430,2
MobileNet,n02804610,1
MobileNet,n02086646,1
MobileNet,n02787622,1
MobileNet,n02109047,1
MobileNet,n01828970,1
MobileNet,n02009229,1
MobileNet,n02105412,1
MobileNet,n02510455,2
MobileNet,n02948072,1
MobileNet,n03902125,1
MobileNet,n03314780,1
MobileNet,n03126707,2
MobileNet,n02504458,1
MobileNet,n03777754,1
MobileNet,n04372370,1
MobileNet,n02672831,1
MobileNet,n03617480,1
MobileNet,n01665541,3
MobileNet,n03916031,1
MobileNet,n02110627,1
MobileNet,n02086910,2
MobileNet,n03710193,2
MobileNet,n06794110,1
MobileNet,n02066245,1
MobileNet,n02669723,1
MobileNet,n03452741,1
MobileNet,n03134739,1
MobileNet,n01945685,1
MobileNet,n04251144,1
MobileNet,n04243546,2
MobileNet,n04380533,1
MobileNet,n07684084,1
MobileNet,n02777292,1
MobileNet,n02108551,1
MobileNet,n01580077,1
MobileNet,n03942813,1
MobileNet,n04149813,1
MobileNet,n02037110,2
MobileNet,n04596742,1
MobileNet,n01873310,2
MobileNet,n09332890,2
MobileNet,n03721384,1
MobileNet,n02096294,1
MobileNet,n03272562,1
MobileNet,n04330267,1
MobileNet,n02102973,1
MobileNet,n02093991,2
MobileNet,n01751748,1
MobileNet,n02814860,1
MobileNet,n04229816,1
MobileNet,n01770393,1
MobileNet,n01806143,1
MobileNet,n07697313,3
MobileNet,n03970156,1
MobileNet,n01818515,1
MobileNet,n03388043,1
MobileNet,n03594945,1
MobileNet,n03929855,1
MobileNet,n03794056,2
MobileNet,n03042490,1
MobileNet,n04613696,2
MobileNet,n12998815,1
MobileNet,n02096585,1
MobileNet,n02206856,1
MobileNet,n02514041,3
MobileNet,n03535780,1
MobileNet,n02980441,1
MobileNet,n03792782,2
MobileNet,n03109150,1
MobileNet,n02097209,2
MobileNet,n01756291,1
MobileNet,n03623198,1
MobileNet,n12768682,2
MobileNet,n01796340,1
MobileNet,n03733281,3
MobileNet,n03444034,2
MobileNet,n09193705,1
MobileNet,n04266014,1
MobileNet,n02106382,1
MobileNet,n02860847,1
MobileNet,n01843065,1
MobileNet,n02835271,1
MobileNet,n09256479,1
MobileNet,n04553703,1
MobileNet,n03947888,1
MobileNet,n02089078,1
MobileNet,n01983481,1
MobileNet,n01630670,1
MobileNet,n09468604,1
MobileNet,n02910353,1
MobileNet,n02783161,2
MobileNet,n01632458,1
MobileNet,n02640242,1
MobileNet,n07745940,1
MobileNet,n02109961,1
MobileNet,n01496331,1
MobileNet,n04507155,1
MobileNet,n02097298,1
MobileNet,n04252225,2
MobileNet,n07742313,1
MobileNet,n03534580,1
MobileNet,n07717410,1
MobileNet,n03271574,1
MobileNet,n06359193,1
MobileNet,n02814533,1
MobileNet,n02363005,1
MobileNet,n03954731,1
MobileNet,n01632777,1
MobileNet,n02108089,1
MobileNet,n01855032,1
MobileNet,n04347754,1
MobileNet,n04200800,1
MobileNet,n04335435,1
MobileNet,n02397096,1
MobileNet,n02098105,1
MobileNet,n02101388,1
MobileNet,n04275548,1
MobileNet,n02110958,1
MobileNet,n04070727,1
MobileNet,n03930313,1
MobileNet,n03527444,2
MobileNet,n02480855,2
MobileNet,n04417672,1
MobileNet,n03874599,1
MobileNet,n03483316,1
MobileNet,n02058221,1
MobileNet,n02112706,1
MobileNet,n04037443,1
MobileNet,n03929660,1
MobileNet,n02281787,1
MobileNet,n02099712,2
MobileNet,n04392985,1
MobileNet,n04409515,1
MobileNet,n02497673,1
