resnet18,spider,53
resnet18,bowl,29
resnet18,lamp,50
resnet18,sunflower,62
resnet18,aquarium_fish,52
resnet18,palm_tree,68
resnet18,lobster,48
resnet18,dolphin,46
resnet18,hamster,56
resnet18,shrew,44
resnet18,caterpillar,50
resnet18,lion,52
resnet18,bicycle,60
resnet18,baby,44
resnet18,forest,45
resnet18,sea,57
resnet18,maple_tree,47
resnet18,telephone,51
resnet18,snail,51
resnet18,worm,50
resnet18,fox,49
resnet18,girl,31
resnet18,willow_tree,47
resnet18,elephant,50
resnet18,skyscraper,56
resnet18,possum,41
resnet18,flatfish,46
resnet18,couch,44
resnet18,cup,43
resnet18,chimpanzee,57
resnet18,plain,59
resnet18,motorcycle,63
resnet18,snake,37
resnet18,seal,32
resnet18,bottle,58
resnet18,oak_tree,50
resnet18,lizard,39
resnet18,dinosaur,49
resnet18,kangaroo,48
resnet18,trout,53
resnet18,rocket,60
resnet18,mountain,54
resnet18,squirrel,44
resnet18,apple,67
resnet18,wardrobe,67
resnet18,turtle,44
resnet18,can,43
resnet18,otter,33
resnet18,house,45
resnet18,whale,47
resnet18,bus,46
resnet18,television,52
resnet18,plate,46
resnet18,crab,50
resnet18,pickup_truck,55
resnet18,clock,45
resnet18,orchid,60
resnet18,boy,37
resnet18,castle,56
resnet18,pear,55
resnet18,bed,46
resnet18,crocodile,50
resnet18,shark,45
resnet18,poppy,51
resnet18,cockroach,54
resnet18,sweet_pepper,45
resnet18,orange,66
resnet18,raccoon,61
resnet18,beaver,40
resnet18,tractor,59
resnet18,chair,60
resnet18,tank,55
resnet18,tulip,40
resnet18,mushroom,57
resnet18,road,66
resnet18,skunk,55
resnet18,ray,39
resnet18,beetle,47
resnet18,keyboard,65
resnet18,man,34
resnet18,tiger,54
resnet18,woman,43
resnet18,bee,54
resnet18,lawn_mower,59
resnet18,cloud,54
resnet18,rose,51
resnet18,bridge,58
resnet18,porcupine,57
resnet18,bear,43
resnet18,camel,45
resnet18,mouse,44
resnet18,streetcar,50
resnet18,butterfly,41
resnet18,pine_tree,43
resnet18,table,40
resnet18,cattle,51
resnet18,wolf,43
resnet18,train,53
resnet18,rabbit,43
resnet18,leopard,46
mobilenetv2,spider,52
mobilenetv2,lamp,43
mobilenetv2,sunflower,59
mobilenetv2,aquarium_fish,49
mobilenetv2,bed,43
mobilenetv2,dolphin,35
mobilenetv2,rabbit,38
mobilenetv2,hamster,53
mobilenetv2,caterpillar,50
mobilenetv2,bicycle,56
mobilenetv2,baby,43
mobilenetv2,forest,40
mobilenetv2,sea,48
mobilenetv2,telephone,42
mobilenetv2,snail,41
mobilenetv2,worm,40
mobilenetv2,fox,42
mobilenetv2,girl,23
mobilenetv2,willow_tree,43
mobilenetv2,elephant,46
mobilenetv2,skyscraper,52
mobilenetv2,possum,34
mobilenetv2,flatfish,39
mobilenetv2,cup,41
mobilenetv2,chimpanzee,52
mobilenetv2,plain,52
mobilenetv2,palm_tree,59
mobilenetv2,motorcycle,58
mobilenetv2,bus,37
mobilenetv2,snake,39
mobilenetv2,bottle,54
mobilenetv2,lizard,25
mobilenetv2,kangaroo,48
mobilenetv2,trout,49
mobilenetv2,woman,39
mobilenetv2,dinosaur,38
mobilenetv2,seal,22
mobilenetv2,rocket,52
mobilenetv2,mountain,49
mobilenetv2,turtle,35
mobilenetv2,squirrel,29
mobilenetv2,apple,54
mobilenetv2,wardrobe,62
mobilenetv2,can,40
mobilenetv2,otter,22
mobilenetv2,lobster,35
mobilenetv2,house,41
mobilenetv2,whale,35
mobilenetv2,television,49
mobilenetv2,plate,41
mobilenetv2,crab,42
mobilenetv2,pickup_truck,42
mobilenetv2,clock,42
mobilenetv2,orchid,52
mobilenetv2,boy,34
mobilenetv2,castle,46
mobilenetv2,pear,48
mobilenetv2,crocodile,37
mobilenetv2,poppy,44
mobilenetv2,cockroach,49
mobilenetv2,sweet_pepper,36
mobilenetv2,orange,62
mobilenetv2,raccoon,57
mobilenetv2,beaver,32
mobilenetv2,tractor,47
mobilenetv2,tank,50
mobilenetv2,chair,58
mobilenetv2,tulip,37
mobilenetv2,mushroom,52
mobilenetv2,road,64
mobilenetv2,bowl,23
mobilenetv2,keyboard,55
mobilenetv2,beetle,40
mobilenetv2,man,28
mobilenetv2,tiger,48
mobilenetv2,bee,51
mobilenetv2,cloud,52
mobilenetv2,rose,42
mobilenetv2,lion,42
mobilenetv2,shark,35
mobilenetv2,bridge,58
mobilenetv2,porcupine,41
mobilenetv2,bear,29
mobilenetv2,maple_tree,43
mobilenetv2,lawn_mower,47
mobilenetv2,couch,42
mobilenetv2,streetcar,43
mobilenetv2,butterfly,41
mobilenetv2,mouse,36
mobilenetv2,table,35
mobilenetv2,cattle,44
