Latency,Policy
490.57674407958984,InFaas
456.3417434692383,InFaas
293.8716411590576,InFaas
332.86213874816895,InFaas
437.94822692871094,InFaas
339.02430534362793,InFaas
446.5312957763672,InFaas
477.54716873168945,InFaas
468.7225818634033,InFaas
472.5613594055176,InFaas
333.65845680236816,InFaas
454.8685550689697,InFaas
464.069128036499,InFaas
334.3064785003662,InFaas
426.30791664123535,InFaas
180.94229698181152,InFaas
182.3418140411377,InFaas
115.42510986328125,InFaas
114.16339874267578,InFaas
178.1318187713623,InFaas
233.717679977417,InFaas
236.50217056274414,InFaas
277.0378589630127,InFaas
271.2416648864746,InFaas
273.72050285339355,InFaas
287.9304885864258,InFaas
389.6017074584961,InFaas
407.46450424194336,InFaas
417.04249382019043,InFaas
409.43193435668945,InFaas
422.75142669677734,InFaas
425.6412982940674,InFaas
434.0548515319824,InFaas
452.37183570861816,InFaas
426.5589714050293,InFaas
401.62134170532227,InFaas
160.71486473083496,InFaas
347.0296859741211,InFaas
230.92365264892578,InFaas
357.73587226867676,InFaas
237.34593391418457,InFaas
309.4820976257324,InFaas
140.75303077697754,InFaas
337.543249130249,InFaas
334.8686695098877,InFaas
213.92440795898438,InFaas
317.3987865447998,InFaas
137.1898651123047,InFaas
324.1117000579834,InFaas
329.9388885498047,InFaas
217.8955078125,InFaas
213.89055252075195,InFaas
216.63975715637207,InFaas
225.94761848449707,InFaas
119.35281753540039,InFaas
277.47559547424316,InFaas
255.48768043518066,InFaas
185.62054634094238,InFaas
128.80611419677734,InFaas
117.34962463378906,InFaas
178.46107482910156,InFaas
355.4861545562744,InFaas
367.8126335144043,InFaas
180.09710311889648,InFaas
115.63324928283691,InFaas
477.07271575927734,InFaas
490.253210067749,InFaas
507.9646110534668,InFaas
514.7812366485596,InFaas
322.13616371154785,InFaas
454.39958572387695,InFaas
426.73206329345703,InFaas
322.7648735046387,InFaas
425.6455898284912,InFaas
323.41575622558594,InFaas
584.2971801757812,InFaas
733.0465316772461,InFaas
685.5292320251465,InFaas
583.3489894866943,InFaas
594.8798656463623,InFaas
616.0130500793457,InFaas
763.206958770752,InFaas
784.9326133728027,InFaas
716.9060707092285,InFaas
786.9982719421387,InFaas
565.2227401733398,InFaas
584.4311714172363,InFaas
293.15948486328125,InFaas
278.9139747619629,InFaas
293.27964782714844,InFaas
429.2752742767334,InFaas
389.7843360900879,InFaas
305.10950088500977,InFaas
314.3115043640137,InFaas
414.5627021789551,InFaas
325.1311779022217,InFaas
509.4616413116455,InFaas
507.0972442626953,InFaas
516.2911415100098,InFaas
439.5482540130615,InFaas
336.14182472229004,InFaas
416.4013862609863,InFaas
417.766809463501,InFaas
325.3448009490967,InFaas
435.3976249694824,InFaas
438.6141300201416,InFaas
436.54751777648926,InFaas
331.22897148132324,InFaas
451.0042667388916,InFaas
336.256742477417,InFaas
333.7385654449463,InFaas
336.7648124694824,InFaas
450.3014087677002,InFaas
439.73731994628906,InFaas
330.19137382507324,InFaas
335.63232421875,InFaas
437.2096061706543,InFaas
328.2351493835449,InFaas
426.9413948059082,InFaas
323.86136054992676,InFaas
263.9148235321045,InFaas
314.410924911499,InFaas
273.1289863586426,InFaas
277.3571014404297,InFaas
296.76222801208496,InFaas
321.0430145263672,InFaas
343.766450881958,InFaas
366.1162853240967,InFaas
377.42018699645996,InFaas
432.12223052978516,InFaas
434.46969985961914,InFaas
450.6547451019287,InFaas
477.62179374694824,InFaas
524.8000621795654,InFaas
528.9747714996338,InFaas
532.1183204650879,InFaas
579.9026489257812,InFaas
590.2047157287598,InFaas
243.9291477203369,InFaas
411.0887050628662,InFaas
490.39626121520996,InFaas
197.04508781433105,InFaas
168.0293083190918,InFaas
542.0045852661133,InFaas
369.6162700653076,InFaas
155.95746040344238,InFaas
334.0170383453369,InFaas
386.66772842407227,InFaas
366.4076328277588,InFaas
158.89787673950195,InFaas
120.43595314025879,InFaas
273.08011054992676,InFaas
263.9029026031494,InFaas
194.21982765197754,InFaas
118.05105209350586,InFaas
216.55821800231934,InFaas
122.04408645629883,InFaas
139.48774337768555,InFaas
413.2211208343506,InFaas
187.9713535308838,InFaas
283.3597660064697,InFaas
373.2588291168213,InFaas
344.3188667297363,InFaas
416.9173240661621,InFaas
420.43375968933105,InFaas
408.825159072876,InFaas
442.0154094696045,InFaas
466.4907455444336,InFaas
460.27159690856934,InFaas
500.3390312194824,InFaas
471.7140197753906,InFaas
524.8715877532959,InFaas
543.6751842498779,InFaas
559.4649314880371,InFaas
521.4552879333496,InFaas
580.8866024017334,InFaas
584.0449333190918,InFaas
583.2281112670898,InFaas
595.1135158538818,InFaas
618.6776161193848,InFaas
626.8911361694336,InFaas
613.4390830993652,InFaas
622.4086284637451,InFaas
637.0546817779541,InFaas
655.5392742156982,InFaas
325.9718418121338,InFaas
694.9634552001953,InFaas
142.4083709716797,InFaas
367.42305755615234,InFaas
156.30650520324707,InFaas
233.6411476135254,InFaas
200.81067085266113,InFaas
246.52981758117676,InFaas
207.24034309387207,InFaas
289.8132801055908,InFaas
114.1965389251709,InFaas
175.98533630371094,InFaas
177.107572555542,InFaas
219.1181182861328,InFaas
168.78461837768555,InFaas
409.02256965637207,InFaas
419.4505214691162,InFaas
541.5236949920654,InFaas
495.65625190734863,InFaas
521.0845470428467,InFaas
580.6984901428223,InFaas
588.3350372314453,InFaas
615.3929233551025,InFaas
345.17979621887207,InFaas
352.2799015045166,InFaas
505.4912567138672,InFaas
340.789794921875,InFaas
215.9903049468994,InFaas
282.6399803161621,InFaas
282.5889587402344,InFaas
309.4210624694824,InFaas
297.8172302246094,InFaas
346.10629081726074,InFaas
347.3789691925049,InFaas
383.05115699768066,InFaas
396.1598873138428,InFaas
402.53162384033203,InFaas
408.6577892303467,InFaas
424.64709281921387,InFaas
432.3441982269287,InFaas
435.82844734191895,InFaas
435.37354469299316,InFaas
402.09245681762695,InFaas
473.96159172058105,InFaas
486.126184463501,InFaas
470.88146209716797,InFaas
228.07598114013672,InFaas
311.4340305328369,InFaas
228.2888889312744,InFaas
295.73750495910645,InFaas
265.7597064971924,InFaas
295.3658103942871,InFaas
412.9951000213623,InFaas
447.27516174316406,InFaas
166.6707992553711,InFaas
333.2171440124512,InFaas
197.8154182434082,InFaas
264.2543315887451,InFaas
244.24314498901367,InFaas
213.99569511413574,InFaas
294.2614555358887,InFaas
255.05876541137695,InFaas
312.3049736022949,InFaas
137.8180980682373,InFaas
201.4913558959961,InFaas
201.9634246826172,InFaas
393.00537109375,InFaas
131.10995292663574,InFaas
198.472261428833,InFaas
208.47511291503906,InFaas
117.61212348937988,InFaas
121.2158203125,InFaas
195.71471214294434,InFaas
190.29688835144043,InFaas
120.93949317932129,InFaas
192.45123863220215,InFaas
185.39071083068848,InFaas
127.28524208068848,InFaas
126.76358222961426,InFaas
179.2302131652832,InFaas
119.22216415405273,InFaas
121.40679359436035,InFaas
626.52587890625,InFaas
599.5194911956787,InFaas
558.1767559051514,InFaas
678.9321899414062,InFaas
693.4130191802979,InFaas
866.077184677124,InFaas
658.9291095733643,InFaas
807.1680068969727,InFaas
900.4402160644531,InFaas
687.2799396514893,InFaas
667.0992374420166,InFaas
666.9282913208008,InFaas
298.02632331848145,InFaas
304.4579029083252,InFaas
309.2918395996094,InFaas
449.5549201965332,InFaas
460.2327346801758,InFaas
462.93091773986816,InFaas
467.55242347717285,InFaas
290.189266204834,InFaas
386.88087463378906,InFaas
297.72496223449707,InFaas
453.8309574127197,InFaas
414.1345024108887,InFaas
326.54809951782227,InFaas
293.29657554626465,InFaas
423.31790924072266,InFaas
331.892728805542,InFaas
340.08049964904785,InFaas
435.32872200012207,InFaas
457.77273178100586,InFaas
598.1712341308594,InFaas
332.8986167907715,InFaas
328.6781311035156,InFaas
447.09086418151855,InFaas
430.7386875152588,InFaas
446.7020034790039,InFaas
329.33855056762695,InFaas
325.53744316101074,InFaas
222.49674797058105,InFaas
267.7469253540039,InFaas
280.82275390625,InFaas
331.5701484680176,InFaas
377.4387836456299,InFaas
348.468542098999,InFaas
415.5399799346924,InFaas
449.8598575592041,InFaas
464.74528312683105,InFaas
473.7048149108887,InFaas
469.85864639282227,InFaas
481.0018539428711,InFaas
488.3441925048828,InFaas
496.31428718566895,InFaas
503.7975311279297,InFaas
485.09716987609863,InFaas
509.94086265563965,InFaas
501.74427032470703,InFaas
533.3948135375977,InFaas
536.2141132354736,InFaas
214.13826942443848,InFaas
477.83637046813965,InFaas
166.5806770324707,InFaas
393.352746963501,InFaas
234.54642295837402,InFaas
178.59435081481934,InFaas
594.8331356048584,InFaas
468.902587890625,InFaas
318.0727958679199,InFaas
308.3796501159668,InFaas
242.26903915405273,InFaas
555.0217628479004,InFaas
440.7835006713867,InFaas
205.80434799194336,InFaas
285.28523445129395,InFaas
182.02614784240723,InFaas
361.03153228759766,InFaas
117.23971366882324,InFaas
177.77705192565918,InFaas
193.46857070922852,InFaas
339.2138481140137,InFaas
480.2262783050537,InFaas
482.61117935180664,InFaas
566.4291381835938,InFaas
574.7685432434082,InFaas
461.0638618469238,InFaas
472.4080562591553,InFaas
478.70850563049316,InFaas
432.2514533996582,InFaas
324.91230964660645,InFaas
425.51660537719727,InFaas
337.7244472503662,InFaas
265.7022476196289,InFaas
268.0351734161377,InFaas
258.8925361633301,InFaas
326.5218734741211,InFaas
365.54694175720215,InFaas
388.11755180358887,InFaas
394.9594497680664,InFaas
405.7447910308838,InFaas
411.75031661987305,InFaas
415.6041145324707,InFaas
421.1695194244385,InFaas
449.2807388305664,InFaas
450.1605033874512,InFaas
406.51941299438477,InFaas
454.7839164733887,InFaas
469.4831371307373,InFaas
478.11102867126465,InFaas
495.3474998474121,InFaas
518.3806419372559,InFaas
528.0759334564209,InFaas
188.95816802978516,InFaas
632.8365802764893,InFaas
282.3326587677002,InFaas
291.003942489624,InFaas
231.2033176422119,InFaas
274.4574546813965,InFaas
315.51504135131836,InFaas
261.87682151794434,InFaas
176.10836029052734,InFaas
236.2673282623291,InFaas
209.81740951538086,InFaas
251.3866424560547,InFaas
302.109956741333,InFaas
260.5719566345215,InFaas
310.2891445159912,InFaas
119.92120742797852,InFaas
191.77627563476562,InFaas
192.27910041809082,InFaas
410.1731777191162,InFaas
115.3256893157959,InFaas
116.99151992797852,InFaas
178.2844066619873,InFaas
180.96017837524414,InFaas
206.18271827697754,InFaas
255.92827796936035,InFaas
257.3504447937012,InFaas
285.23969650268555,InFaas
347.17679023742676,InFaas
361.2968921661377,InFaas
386.3084316253662,InFaas
413.6240482330322,InFaas
419.98839378356934,InFaas
420.4843044281006,InFaas
377.1531581878662,InFaas
428.79176139831543,InFaas
422.8827953338623,InFaas
434.6740245819092,InFaas
439.8369789123535,InFaas
454.79798316955566,InFaas
482.60021209716797,InFaas
417.51551628112793,InFaas
420.046329498291,InFaas
420.06516456604004,InFaas
197.02506065368652,InFaas
192.40307807922363,InFaas
222.21851348876953,InFaas
355.8943271636963,InFaas
303.0104637145996,InFaas
132.0970058441162,InFaas
189.97478485107422,InFaas
270.16568183898926,InFaas
144.36984062194824,InFaas
197.3421573638916,InFaas
140.08522033691406,InFaas
240.2961254119873,InFaas
305.772066116333,InFaas
210.22439002990723,InFaas
237.88189888000488,InFaas
243.2229518890381,InFaas
340.4569625854492,InFaas
197.98946380615234,InFaas
176.1622428894043,InFaas
201.0023593902588,InFaas
115.54837226867676,InFaas
342.681884765625,InFaas
189.76497650146484,InFaas
348.79493713378906,InFaas
359.1928482055664,InFaas
378.56411933898926,InFaas
628.5898685455322,InFaas
476.08017921447754,InFaas
474.3630886077881,InFaas
522.7756500244141,InFaas
514.009952545166,InFaas
475.44002532958984,InFaas
424.5474338531494,InFaas
324.41210746765137,InFaas
236.9697093963623,InFaas
256.41822814941406,InFaas
265.2738094329834,InFaas
282.6521396636963,InFaas
297.5473403930664,InFaas
367.1844005584717,InFaas
370.59664726257324,InFaas
395.9319591522217,InFaas
419.3413257598877,InFaas
429.64839935302734,InFaas
429.17346954345703,InFaas
456.3794136047363,InFaas
468.1234359741211,InFaas
486.07611656188965,InFaas
474.3995666503906,InFaas
509.2029571533203,InFaas
493.6549663543701,InFaas
517.2052383422852,InFaas
503.4174919128418,InFaas
522.9742527008057,InFaas
362.5028133392334,InFaas
166.38779640197754,InFaas
170.54247856140137,InFaas
163.33961486816406,InFaas
174.65782165527344,InFaas
394.00792121887207,InFaas
234.83800888061523,InFaas
162.29534149169922,InFaas
224.47466850280762,InFaas
388.89026641845703,InFaas
139.1124725341797,InFaas
318.195104598999,InFaas
192.70730018615723,InFaas
120.80192565917969,InFaas
229.9203872680664,InFaas
114.3803596496582,InFaas
183.3498477935791,InFaas
175.4739284515381,InFaas
218.733549118042,InFaas
155.07888793945312,InFaas
182.43408203125,InFaas
240.3733730316162,InFaas
258.90254974365234,InFaas
264.03331756591797,InFaas
329.9539089202881,InFaas
296.8776226043701,InFaas
290.44151306152344,InFaas
292.6976680755615,InFaas
299.8816967010498,InFaas
306.0414791107178,InFaas
305.53340911865234,InFaas
325.4227638244629,InFaas
396.3623046875,InFaas
397.68528938293457,InFaas
429.03709411621094,InFaas
424.182653427124,InFaas
458.843469619751,InFaas
466.2594795227051,InFaas
490.8740520477295,InFaas
536.2555980682373,InFaas
309.0634346008301,InFaas
323.7788677215576,InFaas
324.08761978149414,InFaas
409.1026782989502,InFaas
216.93086624145508,InFaas
388.06819915771484,InFaas
384.57512855529785,InFaas
122.34807014465332,InFaas
342.14162826538086,InFaas
341.52674674987793,InFaas
126.29199028015137,InFaas
184.16500091552734,InFaas
193.66168975830078,InFaas
121.59156799316406,InFaas
205.98912239074707,InFaas
255.86509704589844,InFaas
186.25807762145996,InFaas
114.40634727478027,InFaas
232.87725448608398,InFaas
314.6829605102539,InFaas
143.43762397766113,InFaas
235.24069786071777,InFaas
179.0480613708496,InFaas
353.73401641845703,InFaas
359.0717315673828,InFaas
396.3754177093506,InFaas
531.4648151397705,InFaas
337.6147747039795,InFaas
468.01114082336426,InFaas
331.53414726257324,InFaas
335.2653980255127,InFaas
430.64093589782715,InFaas
481.14800453186035,InFaas
333.7585926055908,InFaas
325.4063129425049,InFaas
245.8016872406006,InFaas
256.94918632507324,InFaas
263.80395889282227,InFaas
264.6808624267578,InFaas
270.505428314209,InFaas
282.2399139404297,InFaas
333.01496505737305,InFaas
343.70970726013184,InFaas
372.3289966583252,InFaas
379.5740604400635,InFaas
385.49256324768066,InFaas
386.3239288330078,InFaas
399.2135524749756,InFaas
406.9199562072754,InFaas
413.36846351623535,InFaas
426.87511444091797,InFaas
406.69703483581543,InFaas
231.67657852172852,InFaas
378.0500888824463,InFaas
246.3057041168213,InFaas
389.50085639953613,InFaas
250.50592422485352,InFaas
132.95364379882812,InFaas
316.5760040283203,InFaas
344.29383277893066,InFaas
128.5560131072998,InFaas
317.82031059265137,InFaas
148.75030517578125,InFaas
243.27993392944336,InFaas
228.8808822631836,InFaas
251.65152549743652,InFaas
206.74943923950195,InFaas
190.82045555114746,InFaas
312.88719177246094,InFaas
154.70242500305176,InFaas
123.45004081726074,InFaas
266.41273498535156,InFaas
195.44386863708496,InFaas
116.51730537414551,InFaas
194.76842880249023,InFaas
176.72109603881836,InFaas
201.08532905578613,InFaas
134.11188125610352,InFaas
118.00217628479004,InFaas
122.81465530395508,InFaas
187.67571449279785,InFaas
190.4165744781494,InFaas
196.0122585296631,InFaas
193.35412979125977,InFaas
260.709285736084,InFaas
196.74038887023926,InFaas
197.22652435302734,InFaas
115.79704284667969,InFaas
589.8783206939697,InFaas
572.5758075714111,InFaas
788.4700298309326,InFaas
792.4118041992188,InFaas
766.4158344268799,InFaas
636.561393737793,InFaas
593.2424068450928,InFaas
793.0693626403809,InFaas
658.0288410186768,InFaas
900.5720615386963,InFaas
585.8466625213623,InFaas
562.0741844177246,InFaas
410.186767578125,InFaas
278.4690856933594,InFaas
350.2988815307617,InFaas
359.21716690063477,InFaas
289.1707420349121,InFaas
547.6760864257812,InFaas
539.325475692749,InFaas
386.4421844482422,InFaas
415.13776779174805,InFaas
531.5675735473633,InFaas
402.618408203125,InFaas
419.56639289855957,InFaas
331.3925266265869,InFaas
475.42691230773926,InFaas
479.5365333557129,InFaas
474.2002487182617,InFaas
338.428258895874,InFaas
341.418981552124,InFaas
361.68956756591797,InFaas
460.0396156311035,InFaas
544.3758964538574,InFaas
332.5066566467285,InFaas
499.36461448669434,InFaas
451.4620304107666,InFaas
454.8828601837158,InFaas
451.45368576049805,InFaas
337.130069732666,InFaas
336.72332763671875,InFaas
332.92603492736816,InFaas
470.07179260253906,InFaas
246.23942375183105,InFaas
248.92544746398926,InFaas
284.87586975097656,InFaas
306.92243576049805,InFaas
311.10215187072754,InFaas
330.7468891143799,InFaas
338.63210678100586,InFaas
376.85108184814453,InFaas
377.6984214782715,InFaas
390.3977870941162,InFaas
389.80674743652344,InFaas
408.36095809936523,InFaas
424.8201847076416,InFaas
421.19646072387695,InFaas
433.22110176086426,InFaas
442.6085948944092,InFaas
470.92628479003906,InFaas
480.26180267333984,InFaas
487.7431392669678,InFaas
553.1806945800781,InFaas
179.6281337738037,InFaas
193.47119331359863,InFaas
185.18781661987305,InFaas
500.04124641418457,InFaas
312.8700256347656,InFaas
207.75675773620605,InFaas
494.4109916687012,InFaas
137.39538192749023,InFaas
205.29437065124512,InFaas
261.8880271911621,InFaas
204.315185546875,InFaas
124.17125701904297,InFaas
194.6408748626709,InFaas
120.33963203430176,InFaas
165.98033905029297,InFaas
348.4957218170166,InFaas
208.67586135864258,InFaas
146.6662883758545,InFaas
187.69025802612305,InFaas
120.17130851745605,InFaas
390.2451992034912,InFaas
196.05183601379395,InFaas
115.71192741394043,InFaas
286.00525856018066,InFaas
268.568754196167,InFaas
333.8305950164795,InFaas
360.49866676330566,InFaas
369.3656921386719,InFaas
390.43688774108887,InFaas
391.8037414550781,InFaas
445.38426399230957,InFaas
418.3502197265625,InFaas
482.57994651794434,InFaas
489.5033836364746,InFaas
500.8416175842285,InFaas
509.5973014831543,InFaas
493.8311576843262,InFaas
521.8334197998047,InFaas
624.3400573730469,InFaas
573.1966495513916,InFaas
585.777759552002,InFaas
607.1786880493164,InFaas
616.1415576934814,InFaas
610.3074550628662,InFaas
325.68955421447754,InFaas
273.61536026000977,InFaas
469.44618225097656,InFaas
336.90881729125977,InFaas
355.74984550476074,InFaas
474.9782085418701,InFaas
454.9102783203125,InFaas
186.60283088684082,InFaas
626.3077259063721,InFaas
195.55258750915527,InFaas
376.2705326080322,InFaas
584.3443870544434,InFaas
293.1809425354004,InFaas
214.5841121673584,InFaas
316.2229061126709,InFaas
123.63696098327637,InFaas
187.89029121398926,InFaas
183.96544456481934,InFaas
251.61123275756836,InFaas
362.26391792297363,InFaas
121.42729759216309,InFaas
494.7702884674072,InFaas
348.1454849243164,InFaas
502.87675857543945,InFaas
349.1473197937012,InFaas
623.9368915557861,InFaas
625.8573532104492,InFaas
333.78052711486816,InFaas
339.95509147644043,InFaas
332.019567489624,InFaas
472.8970527648926,InFaas
332.1206569671631,InFaas
472.1870422363281,InFaas
129.6703815460205,InFaas
130.5844783782959,InFaas
137.7713680267334,InFaas
221.91452980041504,InFaas
149.71256256103516,InFaas
282.8707695007324,InFaas
250.9615421295166,InFaas
256.73890113830566,InFaas
258.7707042694092,InFaas
263.9329433441162,InFaas
301.09238624572754,InFaas
372.3924160003662,InFaas
294.6760654449463,InFaas
365.2372360229492,InFaas
399.83582496643066,InFaas
318.8462257385254,InFaas
389.2405033111572,InFaas
389.0500068664551,InFaas
438.7221336364746,InFaas
410.7251167297363,InFaas
485.43405532836914,InFaas
475.020170211792,InFaas
343.57237815856934,InFaas
422.34349250793457,InFaas
258.68678092956543,InFaas
285.69960594177246,InFaas
271.435022354126,InFaas
363.323450088501,InFaas
302.65140533447266,InFaas
288.1927490234375,InFaas
275.09427070617676,InFaas
237.40601539611816,InFaas
343.39141845703125,InFaas
341.9382572174072,InFaas
207.95631408691406,InFaas
256.61635398864746,InFaas
215.7421112060547,InFaas
331.4173221588135,InFaas
122.44606018066406,InFaas
120.33390998840332,InFaas
121.9780445098877,InFaas
183.47430229187012,InFaas
125.9768009185791,InFaas
118.06893348693848,InFaas
119.1556453704834,InFaas
192.91162490844727,InFaas
188.11845779418945,InFaas
122.95389175415039,InFaas
122.64347076416016,InFaas
201.31945610046387,InFaas
201.02882385253906,InFaas
199.31793212890625,InFaas
115.72146415710449,InFaas
639.2872333526611,InFaas
595.0279235839844,InFaas
697.8130340576172,InFaas
643.3026790618896,InFaas
910.7227325439453,InFaas
817.1031475067139,InFaas
809.0968132019043,InFaas
661.7019176483154,InFaas
950.3343105316162,InFaas
877.976655960083,InFaas
630.8887004852295,InFaas
570.02854347229,InFaas
411.7705821990967,InFaas
300.1255989074707,InFaas
304.89420890808105,InFaas
335.0205421447754,InFaas
334.55729484558105,InFaas
498.0759620666504,InFaas
286.8976593017578,InFaas
438.8105869293213,InFaas
287.5521183013916,InFaas
276.7341136932373,InFaas
384.45138931274414,InFaas
386.716365814209,InFaas
442.8598880767822,InFaas
448.6525058746338,InFaas
536.6294384002686,InFaas
384.94205474853516,InFaas
516.005277633667,InFaas
349.20549392700195,InFaas
343.320369720459,InFaas
501.0969638824463,InFaas
491.884708404541,InFaas
488.483190536499,InFaas
339.92791175842285,InFaas
341.1083221435547,InFaas
179.0003776550293,InFaas
202.26049423217773,InFaas
247.12085723876953,InFaas
268.0237293243408,InFaas
295.2094078063965,InFaas
385.3638172149658,InFaas
419.54517364501953,InFaas
429.7969341278076,InFaas
432.82556533813477,InFaas
439.36991691589355,InFaas
437.10899353027344,InFaas
487.0638847351074,InFaas
521.3603973388672,InFaas
515.3565406799316,InFaas
519.7575092315674,InFaas
508.2662105560303,InFaas
530.4536819458008,InFaas
545.128345489502,InFaas
557.1639537811279,InFaas
400.3732204437256,InFaas
575.0737190246582,InFaas
584.7511291503906,InFaas
589.1387462615967,InFaas
575.0527381896973,InFaas
138.29421997070312,InFaas
203.45306396484375,InFaas
351.43232345581055,InFaas
134.84787940979004,InFaas
137.6819610595703,InFaas
574.6660232543945,InFaas
268.39661598205566,InFaas
274.8575210571289,InFaas
196.2716579437256,InFaas
239.66503143310547,InFaas
206.64358139038086,InFaas
205.60860633850098,InFaas
262.03274726867676,InFaas
120.43976783752441,InFaas
181.6718578338623,InFaas
145.65134048461914,InFaas
367.6772117614746,InFaas
358.9169979095459,InFaas
359.29012298583984,InFaas
530.4851531982422,InFaas
533.8547229766846,InFaas
537.6873016357422,InFaas
540.8735275268555,InFaas
509.3708038330078,InFaas
350.69918632507324,InFaas
509.80639457702637,InFaas
340.26217460632324,InFaas
342.19884872436523,InFaas
489.1347885131836,InFaas
175.95267295837402,InFaas
243.1473731994629,InFaas
251.22427940368652,InFaas
272.2036838531494,InFaas
292.8006649017334,InFaas
304.8412799835205,InFaas
336.1475467681885,InFaas
342.5319194793701,InFaas
357.25951194763184,InFaas
366.3337230682373,InFaas
388.4775638580322,InFaas
396.13842964172363,InFaas
423.6605167388916,InFaas
423.5222339630127,InFaas
452.7463912963867,InFaas
176.76186561584473,InFaas
350.50272941589355,InFaas
262.0985507965088,InFaas
320.07551193237305,InFaas
286.968469619751,InFaas
417.86670684814453,InFaas
303.65538597106934,InFaas
125.01978874206543,InFaas
145.15018463134766,InFaas
271.5268135070801,InFaas
298.5196113586426,InFaas
340.17181396484375,InFaas
278.8717746734619,InFaas
214.2047882080078,InFaas
122.26223945617676,InFaas
332.77153968811035,InFaas
190.7675266265869,InFaas
116.68992042541504,InFaas
200.46019554138184,InFaas
204.63919639587402,InFaas
216.74323081970215,InFaas
120.29671669006348,InFaas
248.23784828186035,InFaas
189.3162727355957,InFaas
114.57991600036621,InFaas
355.7000160217285,InFaas
353.26290130615234,InFaas
388.99922370910645,InFaas
565.8957958221436,InFaas
566.901683807373,InFaas
572.8781223297119,InFaas
348.2699394226074,InFaas
494.8303699493408,InFaas
490.307092666626,InFaas
334.34152603149414,InFaas
336.9472026824951,InFaas
479.7630310058594,InFaas
218.54114532470703,InFaas
248.80409240722656,InFaas
350.4514694213867,InFaas
389.4827365875244,InFaas
394.3824768066406,InFaas
437.2076988220215,InFaas
433.1679344177246,InFaas
439.5756721496582,InFaas
442.19398498535156,InFaas
442.765474319458,InFaas
447.9398727416992,InFaas
464.92886543273926,InFaas
476.7024517059326,InFaas
488.21115493774414,InFaas
487.9767894744873,InFaas
502.20394134521484,InFaas
522.4950313568115,InFaas
554.7747611999512,InFaas
566.2479400634766,InFaas
591.1362171173096,InFaas
621.2542057037354,InFaas
258.8214874267578,InFaas
270.04408836364746,InFaas
233.68430137634277,InFaas
174.99566078186035,InFaas
206.9239616394043,InFaas
212.99338340759277,InFaas
204.01978492736816,InFaas
